index,Area,Unit Price (Saleable)int,gain/loss
28774,South Horizons,16867,1
28775,Tung Chung Town Centre,15539,1
28776,Tung Chung Town Centre,15311,1
28777,Nam Cheong Station,24971,1
28778,Tung Chung Town Centre,11672,1
28779,Yuen Long Station,14067,1
28780,Tsim Sha Tsui,26556,
28781,Four Little Dragons,20588,1
28782,Tsuen Wan West,19283,1
28783,Nam Cheong Station,33787,
28784,Yau Tong,12406,
28785,Anderson,7419,
28786,Tsuen Wan Town Centre,10092,
28787,North Point,21014,1
28788,Chi Lok,13465,1
28789,Chi Lok,9002,
28790,Four Little Dragons,14901,1
28791,Tsing Yi,25575,
28792,Siu Sai Wan,7787,
28793,Kai Tak New Area,26575,
28794,Chai Wan,9628,
28795,Kowloon Tong,29396,
28796,North Point,20044,1
28797,Mei Foo,13190,1
28798,Tsing Yi,19277,1
28799,Causeway Bay,11564,1
28800,Ho Man Tin,14407,
28801,Causeway Bay,18447,1
28802,Tuen Mun Ferry Pier,8846,
28803,Tsing Yi,19305,1
28804,Tsing Yi,12635,
28805,Kai Tak New Area,26054,
28806,Hung Hom,14972,1
28807,Hung Hom,12310,1
28808,Hung Hom,13519,1
28809,Tsing Yi,27795,
28810,Ngau Chi Wan,11040,
28811,Sai Wan Ho,17709,1
28812,Kowloon Station,35024,1
28813,Yuen Long South New Development Area,10976,1
28814,Mid-Levels West,17303,1
28815,Mid-Levels West,27990,1
28816,Pok Fu Lam,15945,
28817,Kai Tak New Area,26189,
28818,Jordan,15233,1
28819,Nob Hill,13182,
28820,South Horizons,18841,1
28821,Taikoo Shing,21299,
28822,Cheung Chau,9175,
28823,Wan Chai,14464,
28824,Wan Chai,27964,1
28825,Sai Wan Ho,24339,1
28826,North Point,11421,
28827,Kornhill,18109,1
28828,Wong Tai Sin,10155,
28829,Pok Fu Lam,30230,1
28830,Sai Wan Ho,21138,1
28831,North Point,20677,1
28832,Four Little Dragons,15983,1
28833,Palm Springs / Fairview,11614,1
28834,Pok Fu Lam,22762,1
28835,Kornhill,13290,
28836,Whampoa,14713,
28837,To Kwa Wan,15385,1
28838,Sai Ying Pun,12917,1
28839,Tuen Mun South,8834,
28840,Tsing Yi,15916,1
28841,Quarry Bay,18000,1
28842,Quarry Bay,16039,1
28843,Lam Tin,14788,1
28844,Tsing Yi,22167,
28845,Tsing Yi,20305,1
28846,Kennedy Town,30462,
28847,Sai Ying Pun,26923,1
28848,Siu Sai Wan,11823,
28849,North Point,14495,1
28850,Tin Shui Wai,11675,1
28851,Wan Chai,17766,1
28852,Ap Lei CHau,27628,
28853,Ap Lei CHau,17022,1
28854,Tsing Yi,11846,
28855,Tsing Yi,16184,1
28856,Peng Chau & Hei Ling Chau,6745,
28857,Tuen Mun San Hui,11776,1
28858,Tin Shui Wai,18370,
28859,Wan Chai,10884,1
28860,Tsim Sha Tsui,6217,1
28861,Tuen Mun San Hui,13373,1
28862,Tuen Mun San Hui,11511,1
28863,Tuen Mun San Hui,12233,1
28864,Kennedy Town,26200,1
28865,Happy Valley,23136,1
28866,Kai Tak New Area,36782,
28867,North Point,19806,1
28868,Mid-Levels Central,52078,1
28869,Shap Pat Heung,12876,1
28870,Lai Wan,12713,1
28871,Kwun Tong,7303,
28872,Kwun Tong,6327,
28873,Sham Shui Po,19805,
28874,Kwun Tong,10167,
28875,Kwun Tong,12843,1
28876,Kwun Tong,23941,
28877,Sham Shui Po,8805,1
28878,Sham Shui Po,6819,
28879,Cheung Sha Wan,10989,1
28880,Sham Shui Po,7756,
28881,Tung Chung Town Centre,14038,1
28882,Tuen Mun North,14019,1
28883,Mong Kok,11733,
28884,Mong Kok,11667,1
28885,Au Tau,12167,1
28886,Mei Foo,12000,
28887,Ping Shan,10760,1
28888,Heng Fa Chuen,16577,1
28889,Four Little Dragons,20577,1
28890,Belvedere,12390,1
28891,Siu Hong,10510,
28892,Tsuen Wan West,12403,
28893,Whampoa,12150,
28894,Yuen Long Town Centre,11856,1
28895,Sheung Kwai Chung,9896,
28896,Kam Tin,13592,1
28897,Sheung Kwai Chung,9781,
28898,Causeway Bay,26827,1
28899,Olympic Station,21141,1
28900,Discovery Bay,9167,1
28901,Diamond Hill,9996,
28902,Tai Wo Hau,21357,1
28903,Lai Wan,10372,
28904,Ma Tau Wai,14165,
28905,Ma Tau Wai,12151,
28906,Yau Ma Tei,15961,1
28907,Mei Foo,13769,1
28908,Mei Foo,12950,1
28909,Tsuen King Circuit,9944,1
28910,So Kwun Wat,13793,1
28911,Prince Edward,14973,1
28912,Yau Yat Tsuen,19512,1
28913,Ho Man Tin,14303,1
28914,Yuen Long Station,17812,1
28915,Yuen Long Station,13228,1
28916,Hung Shui Kiu North New Development Area,8021,1
28917,Kai Tak New Area,26764,
28918,Kennedy Town,27148,
28919,Jordan,11416,1
28920,Ma Wan,12685,1
28921,Ma Wan,12419,1
28922,Tuen Mun San Hui,15356,
28923,Kowloon Bay,14108,
28924,Deep Bay,32715,1
28925,Tuen Mun Ferry Pier,16092,1
28926,Kennedy Town,19212,1
28927,Hung Hom,16414,1
28928,Kowloon Bay,14251,
28929,Yau Tong,25125,
28930,Taikoo Shing,22751,1
28931,Taikoo Shing,21182,
28932,Au Tau,13007,1
28933,Au Tau,11407,1
28934,Causeway Bay,28179,1
28935,Tai Kok Tsui,20189,1
28936,San Po Kong,20419,1
28937,Lam Tei,13081,1
28938,Wong Tai Sin,10777,
28939,Nam Cheong Station,24752,
28940,Diamond Hill,6955,
28941,Nam Cheong Station,24569,
28942,Discovery Bay,9677,1
28943,Tsuen Wan West,19059,1
28944,Sheung Kwai Chung,10696,1
28945,Nam Cheong Station,25326,
28946,Sai Ying Pun,18966,1
28947,Happy Valley,26703,
28948,Happy Valley,115674,1
28949,Sai Ying Pun,20581,
28950,Sai Ying Pun,20130,1
28951,Tsuen King Circuit,12631,1
28952,Kowloon Tong,22982,1
28953,Sham Tseng,9864,1
28954,Nam Cheong Station,24290,
28955,Sai Wan Ho,32982,
28956,Kowloon Tong,20893,1
28957,Tuen Mun South,9295,1
28958,Happy Valley,18162,1
28959,Kowloon Tong,20893,
28960,Kowloon Tong,20893,
28961,Kowloon Tong,20893,1
28962,North Point Mid-Levels,21194,1
28963,Sham Tseng,10180,1
28964,Kowloon Tong,22982,
28965,Mong Kok,8809,
28966,Kowloon Bay,17672,
28967,Kwun Tong,11497,
28968,Whampoa,17258,1
28969,Jordan,15474,
28970,North Point,18178,1
28971,Sham Tseng,11152,1
28972,Nam Cheong Station,25631,
28973,Nam Cheong Station,27918,
28974,Tsz Wan Shan,9190,
28975,Tsing Lung Tau,19258,
28976,Nob Hill,20879,1
28977,Long Ping,17296,1
28978,Ma Tau Wai,12155,
28979,Causeway Bay,23419,0
28980,Kwun Tong,9601,
28981,Mid-Levels Central,39028,1
28982,Kwun Tong,8696,1
28983,Wong Tai Sin,11134,
28984,Tuen Mun North,9690,
28985,Nob Hill,18337,1
28986,Lok Fu,10711,
28987,Nam Cheong Station,25624,
28988,Tsuen King Circuit,12346,1
28989,Nam Cheong Station,25786,
28990,Mid-Levels West,23946,
28991,Tung Chung Town Centre,14938,1
28992,Ho Man Tin,17423,
28993,San Po Kong,18597,1
28994,Tuen Mun San Hui,10568,
28995,Tuen Mun North,14545,1
28996,Sheung Wan,20403,1
28997,San Po Kong,12333,
28998,San Po Kong,9195,0
28999,Hung Shui Kiu North New Development Area,20116,
29000,Kowloon Tong,20893,1
29001,Kennedy Town,23425,1
29002,Kai Tak New Area,26998,
29003,Tung Chung Town Centre,15624,1
29004,Pok Fu Lam,15216,1
29005,Au Tau,17857,1
29006,Ha Kwai Chung,20124,0
29007,Tin Shui Wai,12324,
29008,Tsuen Wan Town Centre,8556,1
29009,Wah King,11518,1
29010,Jordan,15474,
29011,Jordan,15474,1
29012,Jordan,15474,
29013,Tin Shui Wai,7692,
29014,Jordan,15304,1
29015,Jordan,15392,1
29016,Shap Pat Heung,6912,1
29017,Wan Chai,14085,1
29018,Siu Hong,10725,
29019,Au Tau,17717,1
29020,Mong Kok,13934,1
29021,Ha Kwai Chung,13474,1
29022,Jordan,15474,
29023,Jordan,15474,
29024,Kowloon Tong,20893,
29025,Kowloon Tong,20893,1
29026,Kwun Tong,13563,1
29027,Cheung Sha Wan,5644,1
29028,Jordan,15474,1
29029,Kam Tin,14566,1
29030,South Horizons,19338,
29031,Jordan,15474,1
29032,Jordan,16771,
29033,Choi Hung,9077,
29034,Chai Wan,10714,
29035,To Kwa Wan,10606,1
29036,Lam Tin,10692,
29037,Diamond Hill,7469,
29038,Kowloon Station,26667,1
29039,North Point,17150,1
29040,Laguna,18349,1
29041,Tuen Mun Town Centre,12015,1
29042,Lam Tin,13988,
29043,Lam Tin,15474,1
29044,So Kwun Wat,10899,1
29045,Siu Sai Wan,17505,1
29046,Tsuen Wan West,16424,1
29047,Tin Shui Wai,12018,1
29048,Siu Hong,14967,1
29049,North Point,28020,1
29050,Sam Shing,8574,1
29051,Yuen Long Station,17308,1
29052,Yuen Long Town Centre,11768,1
29053,Tai Kok Tsui,11818,
29054,Yau Ma Tei,16038,1
29055,Tsing Yi,11433,
29056,Tsing Yi,16093,1
29057,Tsing Yi,14223,1
29058,Sam Shing,9660,1
29059,Siu Hong,9888,
29060,Sheung Wan,20833,1
29061,To Kwa Wan,19740,1
29062,Happy Valley,20671,1
29063,To Kwa Wan,12311,0
29064,To Kwa Wan,14985,1
29065,To Kwa Wan,10571,1
29066,Tin Shui Wai,13624,
29067,Tai Kok Tsui,11500,1
29068,Lam Tin,10338,
29069,Tung Chung Town Centre,13143,1
29070,Tsing Yi,18750,1
29071,Tai Kok Tsui,27588,
29072,Tai Kok Tsui,24024,
29073,Taikoo Shing,30954,1
29074,Sheung Wan,21807,1
29075,Tuen Mun South,7855,
29076,North Point,17021,1
29077,Ngau Chi Wan,11866,
29078,Sam Shing,10667,1
29079,North Point,15108,1
29080,Tsing Yi,18492,1
29081,North Point,11212,1
29082,Tin Shui Wai,13072,1
29083,Tin Shui Wai,6176,
29084,Shau Kei Wan,18354,1
29085,Au Tau,14337,1
29086,North Point,13819,1
29087,San Po Kong,9877,
29088,Kwun Tong,9159,1
29089,Mid-Levels West,19967,
29090,Kwun Tong,11071,1
29091,Kwun Tong,12982,
29092,Tsing Yi,14286,
29093,Heng Fa Chuen,15856,1
29094,Tsing Yi,12523,1
29095,Tsing Yi,13883,1
29096,Sham Tseng,14501,1
29097,Sheung Wan,21202,1
29098,So Kwun Wat,13100,
29099,Quarry Bay,16274,0
29100,Whampoa,18437,1
29101,To Kwa Wan,22816,1
29102,Sai Wan Ho,11566,
29103,Tuen Mun North,9238,
29104,Kowloon City,9852,1
29105,Quarry Bay,19330,1
29106,Tuen Mun North,9870,
29107,Tuen Mun North,9395,
29108,Olympic Station,22510,1
29109,Heng Fa Chuen,16854,
29110,Sai Ying Pun,24118,1
29111,Kam Tin,14490,1
29112,Nam Cheong Station,23085,1
29113,Tsuen Wan West,11807,1
29114,Happy Valley,13628,
29115,Kai Tak New Area,40000,
29116,Causeway Bay,16715,
29117,Tsing Yi,7863,
29118,Lam Tin,10277,
29119,Tsing Yi,13764,
29120,Tin Shui Wai,10662,1
29121,Pok Fu Lam,19647,1
29122,Central,20541,1
29123,Tsim Sha Tsui,25788,
29124,Tung Chung Town Centre,13657,1
29125,Yuen Long South New Development Area,8790,
29126,Yuen Long South New Development Area,10548,
29127,San Po Kong,17123,1
29128,Kai Tak New Area,29508,0
29129,San Po Kong,12657,
29130,Tai Kok Tsui,11258,
29131,San Po Kong,11036,
29132,Kowloon Bay,14933,1
29133,Shek Tong Tsui,17171,
29134,Tuen Mun North,12087,1
29135,Sham Tseng,10717,1
29136,Kai Tak New Area,27221,
29137,Nam Cheong Station,24143,
29138,Causeway Bay,12969,
29139,Sham Tseng,14330,1
29140,Siu Hong,9834,
29141,Long Ping,21261,1
29142,Yau Kom Tau,13506,1
29143,Kennedy Town,14827,
29144,Diamond Hill,6763,
29145,Wah King,11163,1
29146,Kennedy Town,20000,1
29147,Ap Lei CHau,26347,
29148,Lam Tei,9897,1
29149,Cheung Sha Wan,21460,1
29150,Yuen Long Town Centre,14672,1
29151,Long Ping,15047,1
29152,Au Tau,13446,1
29153,Au Tau,14191,1
29154,Discovery Bay,10086,1
29155,Discovery Bay,10455,1
29156,Yau Yat Tsuen,19519,1
29157,Lam Tei,11995,1
29158,Wan Chai,21224,1
29159,Mid-Levels West,26623,1
29160,Tuen Mun North,11325,1
29161,Tsing Yi,11899,
29162,Kennedy Town,12605,1
29163,Siu Sai Wan,9797,
29164,Ap Lei CHau,13387,
29165,Kowloon Station,41279,1
29166,Cheung Sha Wan,7753,
29167,Lam Tei,11197,1
29168,Au Tau,11649,1
29169,Yuen Long Town Centre,11237,1
29170,Siu Hong,15352,1
29171,Kowloon Bay,14573,1
29172,Tuen Mun San Hui,12356,1
29173,Kennedy Town,22901,1
29174,Sham Shui Po,6786,
29175,Cheung Sha Wan,17483,1
29176,Mei Foo,14435,1
29177,Tuen Mun San Hui,13522,1
29178,Tuen Mun San Hui,18883,
29179,Jordan,10619,1
29180,Belvedere,12575,1
29181,Sheung Kwai Chung,9881,
29182,Wong Tai Sin,19301,1
29183,Kowloon Station,23797,
29184,Quarry Bay,13504,1
29185,Cheung Sha Wan,20293,1
29186,Tsuen Wan Hoi Bun,13795,1
29187,Choi Hung,11655,
29188,Ho Man Tin,16990,1
29189,Cheung Sha Wan,17568,1
29190,Yuen Long Town Centre,9589,
29191,Tuen Mun North,14636,1
29192,Yuen Long Town Centre,9501,
29193,Siu Hong,11417,
29194,Hung Shui Kiu North New Development Area,16049,1
29195,Olympic Station,24835,1
29196,Wan Chai,18571,1
29197,Nam Cheong Station,27664,
29198,Mong Kok,11241,
29199,Mong Kok,11712,
29200,Tsuen Wan West,15625,1
29201,Causeway Bay,22543,0
29202,Kennedy Town,20000,
29203,Ap Lei CHau,7925,
29204,So Kwun Wat,21441,
29205,Deep Water Bay,69767,
29206,Whampoa,19069,1
29207,Whampoa,16433,1
29208,Whampoa,13776,1
29209,Yuen Long Town Centre,11351,1
29210,Ping Shan,12361,1
29211,Kai Tak New Area,29908,
29212,Tuen Mun North,,
29213,Ap Lei CHau,17995,
29214,Tuen Mun North,12289,1
29215,Tuen Mun North,13109,1
29216,Ngau Chi Wan,11269,
29217,Sheung Wan,16441,1
29218,Kai Tak New Area,24617,
29219,Residence Bel-air,39661,1
29220,Sai Ying Pun,10989,
29221,Nam Cheong Station,27508,
29222,Olympic Station,30315,1
29223,Tung Chung Town Centre,13512,1
29224,Nam Cheong Station,24743,1
29225,Yuen Long Station,16229,1
29226,Kam Tin,14701,1
29227,North Point Mid-Levels,16000,1
29228,Sham Shui Po,13115,1
29229,Four Little Dragons,18167,1
29230,Wan Chai,15536,1
29231,Nam Cheong Station,23988,
29232,Shek Tong Tsui,17352,
29233,Shek Tong Tsui,20748,0
29234,Ha Kwai Chung,15510,1
29235,Ha Kwai Chung,16096,1
29236,Ngau Tam Mei,12937,1
29237,Sai Ying Pun,31886,
29238,Sai Ying Pun,16373,1
29239,Nam Cheong Station,24278,
29240,Tuen Mun San Hui,9535,1
29241,Nam Cheong Station,25086,1
29242,Taikoo Shing,17417,1
29243,Yau Ma Tei,15678,1
29244,Taikoo Shing,21186,1
29245,Tsuen Wan West,17269,1
29246,Tsuen Wan West,19685,1
29247,Kowloon Station,49258,
29248,Kowloon Station,33898,1
29249,Tsing Lung Tau,10411,1
29250,Sam Shing,11498,
29251,Sheung Kwai Chung,10538,
29252,Kennedy Town,29865,
29253,Tsuen Wan Hoi Bun,14218,1
29254,Tin Shui Wai,7905,
29255,Tin Shui Wai,12321,1
29256,Tin Shui Wai,12537,1
29257,Tin Shui Wai,10110,1
29258,Laguna,20267,1
29259,Shap Pat Heung,13043,1
29260,Ma Wan,13061,1
29261,Shau Kei Wan,12432,
29262,South Horizons,16796,1
29263,Kennedy Town,29219,
29264,Kennedy Town,15165,
29265,Kennedy Town,26504,1
29266,Hung Shui Kiu North New Development Area,8714,
29267,Causeway Bay,15979,1
29268,Yau Tong,19806,1
29269,Yau Tong,12676,
29270,Sheung Kwai Chung,15207,1
29271,Hung Shui Kiu North New Development Area,9524,1
29272,Diamond Hill,15221,
29273,Kennedy Town,28020,
29274,Tung Chung Town Centre,11501,
29275,Tung Chung Town Centre,13806,1
29276,Au Tau,19173,1
29277,Mei Foo,12108,1
29278,Mei Foo,12156,
29279,Lai King,11250,
29280,Yuk Kwai Shan Wan Poon,24567,1
29281,Tuen Mun South,9201,
29282,Tuen Mun South,8024,
29283,Tuen Mun South,11799,1
29284,Au Tau,15451,1
29285,Lai King,12444,
29286,Au Tau,10139,0
29287,Lok Fu,17032,
29288,Lok Fu,11794,
29289,Diamond Hill,7742,
29290,Four Little Dragons,17886,1
29291,Diamond Hill,19309,1
29292,Luk Yeung,15056,1
29293,Cheung Sha Wan,18384,1
29294,Belvedere,14241,1
29295,Shau Kei Wan,25128,1
29296,Ma Wan,12144,1
29297,Four Little Dragons,18701,1
29298,Tai Kok Tsui,13688,
29299,Tai Kok Tsui,11717,
29300,Tai Kok Tsui,14145,
29301,Tai Kok Tsui,13436,
29302,Tai Kok Tsui,27050,
29303,Sham Tseng,11689,1
29304,Tai Kok Tsui,12179,1
29305,Discovery Bay,15121,1
29306,Tai Kok Tsui,12264,
29307,Kowloon Bay,13366,
29308,Tuen Mun Ferry Pier,15054,1
29309,Tsing Yi,16220,1
29310,To Kwa Wan,20722,1
29311,Tai Kok Tsui,28010,
29312,Discovery Bay,9211,1
29313,King's Park,17475,1
29314,Cheung Sha Wan,16708,1
29315,Kowloon Bay,17120,1
29316,To Kwa Wan,8463,0
29317,To Kwa Wan,20977,1
29318,Mid-Levels West,25891,1
29319,Mid-Levels West,22590,1
29320,Yau Yat Tsuen,16831,
29321,Tsing Yi,10091,
29322,Ho Man Tin,24591,
29323,Tsing Yi,17117,1
29324,Tsuen King Circuit,15359,1
29325,Ho Man Tin,36500,
29326,Tsing Yi,16290,1
29327,Ho Man Tin,33670,0
29328,Kowloon Tong,49947,
29329,Tsuen Wan Town Centre,15608,1
29330,Yau Yat Tsuen,18265,1
29331,Kennedy Town,28628,
29332,Kai Tak New Area,22218,1
29333,Olympic Station,27480,1
29334,Mid-Levels East,36222,1
29335,Ha Kwai Chung,9202,0
29336,Kennedy Town,25754,
29337,Kennedy Town,16958,1
29338,Tai Kok Tsui,17299,1
29339,Jordan,12574,
29340,Kennedy Town,16550,1
29341,Tsz Wan Shan,11069,1
29342,San Po Kong,8367,1
29343,Kennedy Town,27809,
29344,Mid-Levels West,33899,1
29345,Kornhill,20588,1
29346,Repulse Bay,45023,
29347,Tsz Wan Shan,9921,
29348,Kai Tak New Area,14526,
29349,Sham Tseng,14483,1
29350,Kennedy Town,29071,
29351,Siu Sai Wan,9628,
29352,Causeway Bay,15625,1
29353,Tuen Mun Town Centre,11957,1
29354,Chai Wan,11959,
29355,Sham Shui Po,11824,
29356,Cheung Sha Wan,10929,1
29357,Kowloon City,12030,1
29358,Mid-Levels West,19531,1
29359,Mong Kok,18733,1
29360,Sheung Kwai Chung,8387,1
29361,Wan Chai,14392,1
29362,Wan Chai,26636,1
29363,Wan Chai,18811,1
29364,Shek Tong Tsui,27358,1
29365,Cheung Sha Wan,12358,
29366,Cheung Sha Wan,15132,1
29367,Tai Hang Mid-Levels,29008,1
29368,Shau Kei Wan,17615,1
29369,Shau Kei Wan,16587,0
29370,Cheung Sha Wan,16898,1
29371,North Point,14399,1
29372,Kwun Tong,11218,1
29373,Kwun Tong,9200,
29374,To Kwa Wan,21667,1
29375,To Kwa Wan,19791,1
29376,Tin Shui Wai,8342,
29377,To Kwa Wan,8724,
29378,Mei Foo,11235,1
29379,Kennedy Town,27226,
29380,Shek Tong Tsui,17819,
29381,Hung Hom,7299,1
29382,Tuen Mun South,7645,
29383,Tuen Mun South,8368,
29384,Tuen Mun South,11692,
29385,Quarry Bay,16911,1
29386,Quarry Bay,16189,1
29387,Anderson,11338,1
29388,Hung Hom,14420,0
29389,Tsuen King Circuit,13765,
29390,Tsuen King Circuit,12340,1
29391,Au Tau,11316,1
29392,Au Tau,13632,1
29393,South Horizons,17658,1
29394,Tsing Yi,12024,1
29395,Tsuen Wan West,16283,1
29396,Tsuen Wan West,19329,1
29397,Nam Cheong Station,28311,
29398,Nam Cheong Station,24690,
29399,Nam Cheong Station,30006,
29400,Nam Cheong Station,27605,
29401,Nam Cheong Station,28157,
29402,Nam Cheong Station,27366,
29403,Four Little Dragons,19223,1
29404,Kennedy Town,29421,
29405,Chai Wan,13720,
29406,Sai Wan Ho,17496,1
29407,Sai Wan Ho,18640,1
29408,Residence Bel-air,26699,1
29409,Tung Chung Town Centre,14202,1
29410,Tuen Mun South,14854,1
29411,Taikoo Shing,18821,1
29412,Yuen Long Town Centre,13913,1
29413,Yuen Long Town Centre,11679,1
29414,Yuen Long Town Centre,6330,1
29415,Tin Wan,23622,1
29416,Tsuen Wan Town Centre,14402,
29417,Tuen Mun North,11458,1
29418,Tuen Mun North,13782,1
29419,Causeway Bay,18766,1
29420,Tsuen Wan Town Centre,8862,
29421,Siu Hong,14836,1
29422,Lam Tin,15163,1
29423,Yau Yat Tsuen,21400,1
29424,Prince Edward,10854,
29425,Prince Edward,16504,1
29426,Ho Man Tin,19591,1
29427,Ho Man Tin,13878,
29428,Ma Wan,15222,1
29429,Yau Yat Tsuen,12666,
29430,Au Tau,14091,1
29431,Tsing Yi,14742,1
29432,Kowloon City,12783,1
29433,Kowloon City,12468,
29434,Kai Tak New Area,26405,
29435,Tsing Lung Tau,12363,1
29436,Sheung Kwai Chung,15227,1
29437,Jordan,9970,
29438,Tsing Yi,13015,1
29439,Tin Shui Wai,11303,
29440,Kennedy Town,21127,1
29441,Kwun Tong,10435,1
29442,Heng Fa Chuen,17965,1
29443,Lai King,12501,
29444,Sai Ying Pun,19784,1
29445,Quarry Bay,11163,1
29446,Sai Ying Pun,12952,
29447,Yuen Long Town Centre,11638,1
29448,San Po Kong,11378,
29449,San Po Kong,12135,
29450,Ho Man Tin,17626,1
29451,Chi Lok,7828,
29452,So Kwun Wat,12755,1
29453,North Point,21441,1
29454,Mid-Levels West,19898,1
29455,Wah Fu,7403,
29456,Mid-Levels West,26847,
29457,North Point,10923,1
29458,North Point,16667,1
29459,Tuen Mun San Hui,13881,1
29460,Tuen Mun San Hui,13953,1
29461,Shau Kei Wan,13034,
29462,Shau Kei Wan,13977,1
29463,Kai Tak New Area,23717,
29464,Lai King,13620,
29465,Sheung Kwai Chung,10375,
29466,Tsing Yi,12411,
29467,Lam Tin,21224,
29468,Kornhill,16942,
29469,Tuen Mun Ferry Pier,10434,
29470,Tin Shui Wai,15652,1
29471,Chai Wan,13917,
29472,To Kwa Wan,20331,1
29473,To Kwa Wan,6616,
29474,Siu Hong,13594,1
29475,Siu Hong,11431,1
29476,Tsuen Wan Town Centre,14265,
29477,Tsuen Wan Town Centre,14322,
29478,Tin Shui Wai,17404,
29479,Tsing Yi,5956,
29480,Belvedere,12062,
29481,Tsuen King Circuit,15679,1
29482,Tsuen Wan Town Centre,17506,1
29483,Tsuen Wan Town Centre,13963,1
29484,Mong Kok,9404,1
29485,Lam Tin,10870,
29486,Lam Tin,11794,
29487,Lam Tin,23324,
29488,Chai Wan,14528,1
29489,Siu Sai Wan,19045,1
29490,Cheung Sha Wan,16923,1
29491,Sai Ying Pun,23861,1
29492,Aberdeen,13604,
29493,Sham Shui Po,8124,
29494,Four Little Dragons,19521,1
29495,Yau Tong,20357,
29496,Tuen Mun North,14152,1
29497,Taikoo Shing,19219,1
29498,Yau Tong,19861,1
29499,Lam Tei,14351,1
29500,Peak,42063,1
29501,Tin Shui Wai,13378,
29502,Tin Shui Wai,13153,1
29503,Heng Fa Chuen,17431,1
29504,Sham Shui Po,9025,1
29505,Sham Tseng,10627,0
29506,Sham Shui Po,19207,
29507,Yuen Long Station,16256,1
29508,Tsuen King Circuit,16927,1
29509,Yuen Long Station,16512,1
29510,Yuen Long Station,15320,1
29511,Ha Kwai Chung,16754,1
29512,Kennedy Town,30634,
29513,Pok Fu Lam,14456,1
29514,Yiu Tung,8550,
29515,Ho Man Tin,12629,
29516,Cheung Sha Wan,9488,
29517,Whampoa,17584,1
29518,Hung Hom,21548,1
29519,Shap Pat Heung,13480,1
29520,Shap Pat Heung,16544,1
29521,Hung Hom,9685,
29522,Kowloon City,11511,
29523,Kowloon Bay,16905,1
29524,Kowloon Bay,16048,1
29525,Tsuen King Circuit,13492,
29526,Tin Shui Wai,7044,
29527,Cheung Sha Wan,20552,1
29528,Discovery Bay,9409,1
29529,Ha Kwai Chung,17354,1
29530,Four Little Dragons,17291,1
29531,Tai Kok Tsui,28449,
29532,Tai Kok Tsui,19466,1
29533,Tai Kok Tsui,20872,1
29534,Tai Kok Tsui,19689,1
29535,Tuen Mun Ferry Pier,10230,1
29536,Siu Hong,11183,
29537,Kennedy Town,28637,
29538,Tsuen Wan West,20904,1
29539,Hung Shui Kiu North New Development Area,9169,1
29540,Kam Tin,13817,1
29541,Tsing Lung Tau,11872,1
